吉林-中国电信-酒店,#genre#
CCTV11,http://36.249.165.56:9901/tsfile/live/0013_1.m3u8
CCTV12,http://36.249.165.56:9901/tsfile/live/0014_1.m3u8
CCTV13,http://36.249.165.56:9901/tsfile/live/0015_1.m3u8
CCTV14,http://36.249.165.56:9901/tsfile/live/1000_1.m3u8
CCTV15,http://36.249.165.56:9901/tsfile/live/0019_1.m3u8
CCTV17,http://36.249.165.56:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://36.249.165.56:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://36.249.165.56:9901/tsfile/live/0127_1.m3u8
上海卫视,http://36.249.165.56:9901/tsfile/live/0107_1.m3u8
浙江卫视,http://36.249.165.56:9901/tsfile/live/0124_1.m3u8
北京卫视,http://36.249.165.56:9901/tsfile/live/0122_1.m3u8
山东卫视,http://36.249.165.56:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://36.249.165.56:9901/tsfile/live/0132_1.m3u8
黑龙江卫视,http://36.249.165.56:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://36.249.165.56:9901/tsfile/live/0130_1.m3u8
天津卫视,http://36.249.165.56:9901/tsfile/live/0135_1.m3u8
四川卫视,http://36.249.165.56:9901/tsfile/live/0123_1.m3u8
江西卫视,http://36.249.165.56:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://36.249.165.56:9901/tsfile/live/0121_1.m3u8
重庆卫视,http://36.249.165.56:9901/tsfile/live/0142_1.m3u8
河北卫视,http://36.249.165.56:9901/tsfile/live/0117_1.m3u8
云南卫视,http://36.249.165.56:9901/tsfile/live/0119_1.m3u8
河南卫视,http://36.249.165.56:9901/tsfile/live/0139_1.m3u8
海南卫视,http://36.249.165.56:9901/tsfile/live/1002_1.m3u8
广西卫视,http://36.249.165.56:9901/tsfile/live/0113_1.m3u8
陕西卫视,http://36.249.165.56:9901/tsfile/live/0136_1.m3u8
青海卫视,http://36.249.165.56:9901/tsfile/live/0140_1.m3u8
宁夏卫视,http://36.249.165.56:9901/tsfile/live/0112_1.m3u8
吉林卫视,http://36.249.165.56:9901/tsfile/live/1003_1.m3u8
山西卫视,http://36.249.165.56:9901/tsfile/live/0118_1.m3u8
内蒙古卫视,http://36.249.165.56:9901/tsfile/live/0109_1.m3u8
新疆卫视,http://36.249.165.56:9901/tsfile/live/0110_1.m3u8
南方卫视,http://36.249.165.56:9901/tsfile/live/1004_1.m3u8
东南卫视,http://36.249.165.56:9901/tsfile/live/0137_1.m3u8
CCTV5+,http://36.249.165.56:9901/tsfile/live/0016_1.m3u8
CCTV1,http://36.249.165.24:9901/tsfile/live/0001_1.m3u8
CCTV2,http://36.249.165.24:9901/tsfile/live/0002_1.m3u8
CCTV3,http://36.249.165.24:9901/tsfile/live/0003_1.m3u8
CCTV5,http://36.249.165.24:9901/tsfile/live/0141_1.m3u8
CCTV6,http://36.249.165.24:9901/tsfile/live/0006_1.m3u8
CCTV7,http://36.249.165.24:9901/tsfile/live/0008_1.m3u8
CCTV8,http://36.249.165.24:9901/tsfile/live/0010_1.m3u8
CCTV10,http://36.249.165.24:9901/tsfile/live/0012_1.m3u8
CCTV9,http://36.249.165.24:9901/tsfile/live/0011_1.m3u8
CCTV11,http://36.249.165.24:9901/tsfile/live/0013_1.m3u8
CCTV12,http://36.249.165.24:9901/tsfile/live/0014_1.m3u8
CCTV13,http://36.249.165.24:9901/tsfile/live/0015_1.m3u8
CCTV14,http://36.249.165.24:9901/tsfile/live/1000_1.m3u8
CCTV15,http://36.249.165.24:9901/tsfile/live/0019_1.m3u8
CCTV17,http://36.249.165.24:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://36.249.165.24:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://36.249.165.24:9901/tsfile/live/0127_1.m3u8
上海卫视,http://36.249.165.24:9901/tsfile/live/0107_1.m3u8
浙江卫视,http://36.249.165.24:9901/tsfile/live/0124_1.m3u8
北京卫视,http://36.249.165.24:9901/tsfile/live/0122_1.m3u8
山东卫视,http://36.249.165.24:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://36.249.165.24:9901/tsfile/live/0132_1.m3u8
黑龙江卫视,http://36.249.165.24:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://36.249.165.24:9901/tsfile/live/0130_1.m3u8
天津卫视,http://36.249.165.24:9901/tsfile/live/0135_1.m3u8
四川卫视,http://36.249.165.24:9901/tsfile/live/0123_1.m3u8
江西卫视,http://36.249.165.24:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://36.249.165.24:9901/tsfile/live/0121_1.m3u8
重庆卫视,http://36.249.165.24:9901/tsfile/live/0142_1.m3u8
河北卫视,http://36.249.165.24:9901/tsfile/live/0117_1.m3u8
云南卫视,http://36.249.165.24:9901/tsfile/live/0119_1.m3u8
河南卫视,http://36.249.165.24:9901/tsfile/live/0139_1.m3u8
海南卫视,http://36.249.165.24:9901/tsfile/live/1002_1.m3u8
广西卫视,http://36.249.165.24:9901/tsfile/live/0113_1.m3u8
陕西卫视,http://36.249.165.24:9901/tsfile/live/0136_1.m3u8
青海卫视,http://36.249.165.24:9901/tsfile/live/0140_1.m3u8
宁夏卫视,http://36.249.165.24:9901/tsfile/live/0112_1.m3u8
吉林卫视,http://36.249.165.24:9901/tsfile/live/1003_1.m3u8
山西卫视,http://36.249.165.24:9901/tsfile/live/0118_1.m3u8
内蒙古卫视,http://36.249.165.24:9901/tsfile/live/0109_1.m3u8
新疆卫视,http://36.249.165.24:9901/tsfile/live/0110_1.m3u8
南方卫视,http://36.249.165.24:9901/tsfile/live/1004_1.m3u8
东南卫视,http://36.249.165.24:9901/tsfile/live/0137_1.m3u8
CCTV5+,http://36.249.165.24:9901/tsfile/live/0016_1.m3u8
CCTV1,http://36.249.165.81:9901/tsfile/live/0001_1.m3u8
CCTV2,http://36.249.165.81:9901/tsfile/live/0002_1.m3u8
CCTV3,http://36.249.165.81:9901/tsfile/live/0003_1.m3u8
CCTV5,http://36.249.165.81:9901/tsfile/live/0141_1.m3u8
CCTV6,http://36.249.165.81:9901/tsfile/live/0006_1.m3u8
CCTV7,http://36.249.165.81:9901/tsfile/live/0008_1.m3u8
CCTV8,http://36.249.165.81:9901/tsfile/live/0010_1.m3u8
CCTV10,http://36.249.165.81:9901/tsfile/live/0012_1.m3u8
CCTV9,http://36.249.165.81:9901/tsfile/live/0011_1.m3u8
CCTV11,http://36.249.165.81:9901/tsfile/live/0013_1.m3u8
CCTV12,http://36.249.165.81:9901/tsfile/live/0014_1.m3u8
CCTV13,http://36.249.165.81:9901/tsfile/live/0015_1.m3u8
CCTV14,http://36.249.165.81:9901/tsfile/live/1000_1.m3u8
CCTV15,http://36.249.165.81:9901/tsfile/live/0019_1.m3u8
CCTV17,http://36.249.165.81:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://36.249.165.81:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://36.249.165.81:9901/tsfile/live/0127_1.m3u8
上海卫视,http://36.249.165.81:9901/tsfile/live/0107_1.m3u8
浙江卫视,http://36.249.165.81:9901/tsfile/live/0124_1.m3u8
北京卫视,http://36.249.165.81:9901/tsfile/live/0122_1.m3u8
山东卫视,http://36.249.165.81:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://36.249.165.81:9901/tsfile/live/0132_1.m3u8
黑龙江卫视,http://36.249.165.81:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://36.249.165.81:9901/tsfile/live/0130_1.m3u8
天津卫视,http://36.249.165.81:9901/tsfile/live/0135_1.m3u8
四川卫视,http://36.249.165.81:9901/tsfile/live/0123_1.m3u8
江西卫视,http://36.249.165.81:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://36.249.165.81:9901/tsfile/live/0121_1.m3u8
重庆卫视,http://36.249.165.81:9901/tsfile/live/0142_1.m3u8
河北卫视,http://36.249.165.81:9901/tsfile/live/0117_1.m3u8
云南卫视,http://36.249.165.81:9901/tsfile/live/0119_1.m3u8
河南卫视,http://36.249.165.81:9901/tsfile/live/0139_1.m3u8
海南卫视,http://36.249.165.81:9901/tsfile/live/1002_1.m3u8
广西卫视,http://36.249.165.81:9901/tsfile/live/0113_1.m3u8
陕西卫视,http://36.249.165.81:9901/tsfile/live/0136_1.m3u8
青海卫视,http://36.249.165.81:9901/tsfile/live/0140_1.m3u8
宁夏卫视,http://36.249.165.81:9901/tsfile/live/0112_1.m3u8
吉林卫视,http://36.249.165.81:9901/tsfile/live/1003_1.m3u8
山西卫视,http://36.249.165.81:9901/tsfile/live/0118_1.m3u8
内蒙古卫视,http://36.249.165.81:9901/tsfile/live/0109_1.m3u8
新疆卫视,http://36.249.165.81:9901/tsfile/live/0110_1.m3u8
南方卫视,http://36.249.165.81:9901/tsfile/live/1004_1.m3u8
东南卫视,http://36.249.165.81:9901/tsfile/live/0137_1.m3u8
CCTV5+,http://36.249.165.81:9901/tsfile/live/0016_1.m3u8
CCTV1,http://58.23.26.184:9901/tsfile/live/0001_1.m3u8
CCTV2,http://58.23.26.184:9901/tsfile/live/0002_1.m3u8
CCTV3,http://58.23.26.184:9901/tsfile/live/0003_1.m3u8
CCTV5,http://58.23.26.184:9901/tsfile/live/0141_1.m3u8
CCTV6,http://58.23.26.184:9901/tsfile/live/0006_1.m3u8
CCTV7,http://58.23.26.184:9901/tsfile/live/0008_1.m3u8
CCTV8,http://58.23.26.184:9901/tsfile/live/0010_1.m3u8
CCTV10,http://58.23.26.184:9901/tsfile/live/0012_1.m3u8
CCTV9,http://58.23.26.184:9901/tsfile/live/0011_1.m3u8
CCTV11,http://58.23.26.184:9901/tsfile/live/0013_1.m3u8
CCTV12,http://58.23.26.184:9901/tsfile/live/0014_1.m3u8
CCTV13,http://58.23.26.184:9901/tsfile/live/0015_1.m3u8
CCTV14,http://58.23.26.184:9901/tsfile/live/1000_1.m3u8
CCTV15,http://58.23.26.184:9901/tsfile/live/0019_1.m3u8
CCTV17,http://58.23.26.184:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://58.23.26.184:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://58.23.26.184:9901/tsfile/live/0127_1.m3u8
上海卫视,http://58.23.26.184:9901/tsfile/live/0107_1.m3u8
浙江卫视,http://58.23.26.184:9901/tsfile/live/0124_1.m3u8
北京卫视,http://58.23.26.184:9901/tsfile/live/0122_1.m3u8
山东卫视,http://58.23.26.184:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://58.23.26.184:9901/tsfile/live/0132_1.m3u8
黑龙江卫视,http://58.23.26.184:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://58.23.26.184:9901/tsfile/live/0130_1.m3u8
天津卫视,http://58.23.26.184:9901/tsfile/live/0135_1.m3u8
四川卫视,http://58.23.26.184:9901/tsfile/live/0123_1.m3u8
江西卫视,http://58.23.26.184:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://58.23.26.184:9901/tsfile/live/0121_1.m3u8
重庆卫视,http://58.23.26.184:9901/tsfile/live/0142_1.m3u8
河北卫视,http://58.23.26.184:9901/tsfile/live/0117_1.m3u8
云南卫视,http://58.23.26.184:9901/tsfile/live/0119_1.m3u8
河南卫视,http://58.23.26.184:9901/tsfile/live/0139_1.m3u8
海南卫视,http://58.23.26.184:9901/tsfile/live/1002_1.m3u8
广西卫视,http://58.23.26.184:9901/tsfile/live/0113_1.m3u8
陕西卫视,http://58.23.26.184:9901/tsfile/live/0136_1.m3u8
青海卫视,http://58.23.26.184:9901/tsfile/live/0140_1.m3u8
宁夏卫视,http://58.23.26.184:9901/tsfile/live/0112_1.m3u8
吉林卫视,http://58.23.26.184:9901/tsfile/live/1003_1.m3u8
山西卫视,http://58.23.26.184:9901/tsfile/live/0118_1.m3u8
内蒙古卫视,http://58.23.26.184:9901/tsfile/live/0109_1.m3u8
新疆卫视,http://58.23.26.184:9901/tsfile/live/0110_1.m3u8
南方卫视,http://58.23.26.184:9901/tsfile/live/1004_1.m3u8
东南卫视,http://58.23.26.184:9901/tsfile/live/0137_1.m3u8
CCTV5+,http://58.23.26.184:9901/tsfile/live/0016_1.m3u8

吉林-中国电信-酒店,#genre#
CCTV1,http://36.49.51.221:9901/tsfile/live/0001_1.m3u8
CCTV2,http://36.49.51.221:9901/tsfile/live/0002_1.m3u8
CCTV3,http://36.49.51.221:9901/tsfile/live/0003_1.m3u8
CCTV5,http://36.49.51.221:9901/tsfile/live/0005_1.m3u8
CCTV6,http://36.49.51.221:9901/tsfile/live/0006_1.m3u8
CCTV8,http://36.49.51.221:9901/tsfile/live/0008_1.m3u8
CCTV9,http://36.49.51.221:9901/tsfile/live/0009_1.m3u8
CCTV足球,http://36.49.51.221:9901/tsfile/live/1007_1.m3u8
CCTV5+,http://36.49.51.221:9901/tsfile/live/0016_1.m3u8
CCTV12,http://36.49.51.221:9901/tsfile/live/0012_1.m3u8
CCTV13,http://36.49.51.221:9901/tsfile/live/0013_1.m3u8
CCTV14,http://36.49.51.221:9901/tsfile/live/0014_1.m3u8
吉林延边,http://36.49.51.221:9901/tsfile/live/1008_1.m3u8
吉林卫视,http://36.49.51.221:9901/tsfile/live/0116_1.m3u8
北京卫视,http://36.49.51.221:9901/tsfile/live/0122_1.m3u8
湖南卫视,http://36.49.51.221:9901/tsfile/live/0128_1.m3u8
上海卫视,http://36.49.51.221:9901/tsfile/live/0107_1.m3u8
黑龙江卫视,http://36.49.51.221:9901/tsfile/live/0143_1.m3u8
江苏卫视,http://36.49.51.221:9901/tsfile/live/0127_1.m3u8
河北卫视,http://36.49.51.221:9901/tsfile/live/0117_1.m3u8
河南卫视,http://36.49.51.221:9901/tsfile/live/0139_1.m3u8
天津卫视,http://36.49.51.221:9901/tsfile/live/0135_1.m3u8
辽宁卫视,http://36.49.51.221:9901/tsfile/live/0121_1.m3u8
山东卫视,http://36.49.51.221:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://36.49.51.221:9901/tsfile/live/0132_1.m3u8
安徽卫视,http://36.49.51.221:9901/tsfile/live/0125_1.m3u8
浙江卫视,http://36.49.51.221:9901/tsfile/live/0124_1.m3u8
东南卫视,http://36.49.51.221:9901/tsfile/live/0137_1.m3u8
CCTV1,http://36.49.56.3:9901/tsfile/live/0001_1.m3u8
CCTV2,http://36.49.56.3:9901/tsfile/live/0002_1.m3u8
CCTV3,http://36.49.56.3:9901/tsfile/live/0003_1.m3u8
CCTV5,http://36.49.56.3:9901/tsfile/live/0005_1.m3u8
CCTV6,http://36.49.56.3:9901/tsfile/live/0006_1.m3u8
CCTV8,http://36.49.56.3:9901/tsfile/live/0008_1.m3u8
CCTV9,http://36.49.56.3:9901/tsfile/live/0009_1.m3u8
CCTV足球,http://36.49.56.3:9901/tsfile/live/1007_1.m3u8
CCTV5+,http://36.49.56.3:9901/tsfile/live/0016_1.m3u8
CCTV12,http://36.49.56.3:9901/tsfile/live/0012_1.m3u8
CCTV13,http://36.49.56.3:9901/tsfile/live/0013_1.m3u8
CCTV14,http://36.49.56.3:9901/tsfile/live/0014_1.m3u8
吉林延边,http://36.49.56.3:9901/tsfile/live/1008_1.m3u8
吉林卫视,http://36.49.56.3:9901/tsfile/live/0116_1.m3u8
北京卫视,http://36.49.56.3:9901/tsfile/live/0122_1.m3u8
湖南卫视,http://36.49.56.3:9901/tsfile/live/0128_1.m3u8
上海卫视,http://36.49.56.3:9901/tsfile/live/0107_1.m3u8
黑龙江卫视,http://36.49.56.3:9901/tsfile/live/0143_1.m3u8
江苏卫视,http://36.49.56.3:9901/tsfile/live/0127_1.m3u8
河北卫视,http://36.49.56.3:9901/tsfile/live/0117_1.m3u8
河南卫视,http://36.49.56.3:9901/tsfile/live/0139_1.m3u8
天津卫视,http://36.49.56.3:9901/tsfile/live/0135_1.m3u8
辽宁卫视,http://36.49.56.3:9901/tsfile/live/0121_1.m3u8
山东卫视,http://36.49.56.3:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://36.49.56.3:9901/tsfile/live/0132_1.m3u8
安徽卫视,http://36.49.56.3:9901/tsfile/live/0125_1.m3u8
浙江卫视,http://36.49.56.3:9901/tsfile/live/0124_1.m3u8
东南卫视,http://36.49.56.3:9901/tsfile/live/0137_1.m3u8
CCTV1,http://124.234.117.73:9901/tsfile/live/0001_1.m3u8
CCTV2,http://124.234.117.73:9901/tsfile/live/0002_1.m3u8
CCTV3,http://124.234.117.73:9901/tsfile/live/0003_1.m3u8
CCTV4,http://124.234.117.73:9901/tsfile/live/0004_1.m3u8
CCTV5,http://124.234.117.73:9901/tsfile/live/0005_1.m3u8
CCTV6,http://124.234.117.73:9901/tsfile/live/0006_1.m3u8
CCTV8,http://124.234.117.73:9901/tsfile/live/0008_1.m3u8
CCTV9,http://124.234.117.73:9901/tsfile/live/0009_1.m3u8
CCTV10,http://124.234.117.73:9901/tsfile/live/0010_1.m3u8
CCTV11,http://124.234.117.73:9901/tsfile/live/0011_1.m3u8
CCTV12,http://124.234.117.73:9901/tsfile/live/0012_1.m3u8
CCTV13,http://124.234.117.73:9901/tsfile/live/0013_1.m3u8
CCTV14,http://124.234.117.73:9901/tsfile/live/0014_1.m3u8
CCTV15,http://124.234.117.73:9901/tsfile/live/0015_1.m3u8
吉林卫视,http://124.234.117.73:9901/tsfile/live/0116_1.m3u8
吉林都市,http://124.234.117.73:9901/tsfile/live/1000_1.m3u8
延边卫视,http://124.234.117.73:9901/tsfile/live/1001_1.m3u8
延边TV1,http://124.234.117.73:9901/tsfile/live/1002_1.m3u8
延边TV2,http://124.234.117.73:9901/tsfile/live/1003_1.m3u8
汪清,http://124.234.117.73:9901/tsfile/live/1004_1.m3u8
北京卫视,http://124.234.117.73:9901/tsfile/live/0122_1.m3u8
天津卫视,http://124.234.117.73:9901/tsfile/live/0135_1.m3u8
河北卫视,http://124.234.117.73:9901/tsfile/live/0117_1.m3u8
山西卫视,http://124.234.117.73:9901/tsfile/live/0118_1.m3u8
辽宁卫视,http://124.234.117.73:9901/tsfile/live/0121_1.m3u8
黑龙江卫视,http://124.234.117.73:9901/tsfile/live/0143_1.m3u8
浙江卫视,http://124.234.117.73:9901/tsfile/live/0124_1.m3u8
江苏卫视,http://124.234.117.73:9901/tsfile/live/0127_1.m3u8
安徽卫视,http://124.234.117.73:9901/tsfile/live/0130_1.m3u8
江西卫视,http://124.234.117.73:9901/tsfile/live/0138_1.m3u8
山东卫视,http://124.234.117.73:9901/tsfile/live/0131_1.m3u8
河南卫视,http://124.234.117.73:9901/tsfile/live/0139_1.m3u8
湖北卫视,http://124.234.117.73:9901/tsfile/live/0132_1.m3u8
湖南卫视,http://124.234.117.73:9901/tsfile/live/0128_1.m3u8
广东卫视,http://124.234.117.73:9901/tsfile/live/0125_1.m3u8
广西卫视,http://124.234.117.73:9901/tsfile/live/0113_1.m3u8
深圳卫视,http://124.234.117.73:9901/tsfile/live/0126_1.m3u8
海南卫视,http://124.234.117.73:9901/tsfile/live/1005_1.m3u8
重庆卫视,http://124.234.117.73:9901/tsfile/live/0142_1.m3u8
贵州卫视,http://124.234.117.73:9901/tsfile/live/0120_1.m3u8
云南卫视,http://124.234.117.73:9901/tsfile/live/0119_1.m3u8
西藏卫视,http://124.234.117.73:9901/tsfile/live/0111_1.m3u8
四川卫视,http://124.234.117.73:9901/tsfile/live/0123_1.m3u8
陕西卫视,http://124.234.117.73:9901/tsfile/live/0136_1.m3u8
哈哈炫动,http://124.234.117.73:9901/tsfile/live/1006_1.m3u8
卡酷少儿,http://124.234.117.73:9901/tsfile/live/1007_1.m3u8
金鹰卡通,http://124.234.117.73:9901/tsfile/live/1008_1.m3u8
环球奇观,http://124.234.117.73:9901/tsfile/live/1009_1.m3u8
地理世界,http://124.234.117.73:9901/tsfile/live/1010_1.m3u8
风云足球,http://124.234.117.73:9901/tsfile/live/1011_1.m3u8
央视台球,http://124.234.117.73:9901/tsfile/live/1012_1.m3u8
风云音乐,http://124.234.117.73:9901/tsfile/live/1013_1.m3u8
怀旧剧场,http://124.234.117.73:9901/tsfile/live/1014_1.m3u8
央视文化精品,http://124.234.117.73:9901/tsfile/live/1015_1.m3u8
兵器科技,http://124.234.117.73:9901/tsfile/live/1016_1.m3u8
吉林-中国联通-酒店,#genre#
CCTV1,http://175.18.189.238:9902/tsfile/live/0001_1.m3u8
CCTV2,http://175.18.189.238:9902/tsfile/live/0002_1.m3u8
CCTV3,http://175.18.189.238:9902/tsfile/live/0003_1.m3u8
CCTV4,http://175.18.189.238:9902/tsfile/live/0004_1.m3u8
CCTV5,http://175.18.189.238:9902/tsfile/live/0005_1.m3u8
CCTV6,http://175.18.189.238:9902/tsfile/live/0006_1.m3u8
CCTV7,http://175.18.189.238:9902/tsfile/live/0007_1.m3u8
CCTV8,http://175.18.189.238:9902/tsfile/live/0008_1.m3u8
CCTV9,http://175.18.189.238:9902/tsfile/live/0009_1.m3u8
CCTV10,http://175.18.189.238:9902/tsfile/live/0010_1.m3u8
CCTV11,http://175.18.189.238:9902/tsfile/live/0011_1.m3u8
CCTV12,http://175.18.189.238:9902/tsfile/live/0012_1.m3u8
CCTV13,http://175.18.189.238:9902/tsfile/live/0013_1.m3u8
CCTV14,http://175.18.189.238:9902/tsfile/live/0014_1.m3u8
CCTV15,http://175.18.189.238:9902/tsfile/live/0015_1.m3u8
CCTV16,http://175.18.189.238:9902/tsfile/live/1061_1.m3u8
CCTV17,http://175.18.189.238:9902/tsfile/live/1042_1.m3u8
CCTV5+,http://175.18.189.238:9902/tsfile/live/0016_1.m3u8
吉林卫视,http://175.18.189.238:9902/tsfile/live/0116_1.m3u8
辽宁卫视,http://175.18.189.238:9902/tsfile/live/0121_1.m3u8
黑龙江卫视,http://175.18.189.238:9902/tsfile/live/0143_1.m3u8
北京卫视,http://175.18.189.238:9902/tsfile/live/0122_1.m3u8
上海卫视,http://175.18.189.238:9902/tsfile/live/0107_1.m3u8
浙江卫视,http://175.18.189.238:9902/tsfile/live/0124_1.m3u8
江苏卫视,http://175.18.189.238:9902/tsfile/live/0127_1.m3u8
安徽卫视,http://175.18.189.238:9902/tsfile/live/0130_1.m3u8
东南卫视,http://175.18.189.238:9902/tsfile/live/0137_1.m3u8
天津卫视,http://175.18.189.238:9902/tsfile/live/0135_1.m3u8
江西卫视,http://175.18.189.238:9902/tsfile/live/0138_1.m3u8
山东卫视,http://175.18.189.238:9902/tsfile/live/0131_1.m3u8
山西卫视,http://175.18.189.238:9902/tsfile/live/0118_1.m3u8
河南卫视,http://175.18.189.238:9902/tsfile/live/0139_1.m3u8
河北卫视,http://175.18.189.238:9902/tsfile/live/0117_1.m3u8
湖北卫视,http://175.18.189.238:9902/tsfile/live/0132_1.m3u8
湖南卫视,http://175.18.189.238:9902/tsfile/live/0117_2.m3u8
广东卫视,http://175.18.189.238:9902/tsfile/live/0125_1.m3u8
广西卫视,http://175.18.189.238:9902/tsfile/live/0119_1.m3u8
深圳卫视,http://175.18.189.238:9902/tsfile/live/0126_1.m3u8
海南卫视,http://175.18.189.238:9902/tsfile/live/0114_1.m3u8
重庆卫视,http://175.18.189.238:9902/tsfile/live/0142_1.m3u8
贵州卫视,http://175.18.189.238:9902/tsfile/live/0120_1.m3u8
四川卫视,http://175.18.189.238:9902/tsfile/live/0123_1.m3u8
云南卫视,http://175.18.189.238:9902/tsfile/live/0119_2.m3u8
西藏卫视,http://175.18.189.238:9902/tsfile/live/0111_1.m3u8
陕西卫视,http://175.18.189.238:9902/tsfile/live/0136_1.m3u8
青海卫视,http://175.18.189.238:9902/tsfile/live/0140_1.m3u8
兵团卫视,http://175.18.189.238:9902/tsfile/live/0115_1.m3u8
甘肃卫视,http://175.18.189.238:9902/tsfile/live/0141_1.m3u8
新疆卫视,http://175.18.189.238:9902/tsfile/live/0110_1.m3u8
宁夏卫视,http://175.18.189.238:9902/tsfile/live/0112_1.m3u8
内蒙古卫视,http://175.18.189.238:9902/tsfile/live/0109_1.m3u8
吉林公共,http://175.18.189.238:9902/tsfile/live/1001_1.m3u8
吉林都市,http://175.18.189.238:9902/tsfile/live/1002_1.m3u8
吉林7,http://175.18.189.238:9902/tsfile/live/1003_1.m3u8
东北戏曲,http://175.18.189.238:9902/tsfile/live/1072_1.m3u8
吉林影视,http://175.18.189.238:9902/tsfile/live/1006_1.m3u8
吉林生活,http://175.18.189.238:9902/tsfile/live/1007_1.m3u8
吉林乡村,http://175.18.189.238:9902/tsfile/live/1008_1.m3u8
长影,http://175.18.189.238:9902/tsfile/live/1010_1.m3u8
吉林教育,http://175.18.189.238:9902/tsfile/live/1004_1.m3u8
延边卫视,http://175.18.189.238:9902/tsfile/live/1011_1.m3u8
松原,http://175.18.189.238:9902/tsfile/live/1012_1.m3u8
松原公共,http://175.18.189.238:9902/tsfile/live/1013_1.m3u8
CHC动作电影,http://175.18.189.238:9902/tsfile/live/1014_1.m3u8
CHC电影,http://175.18.189.238:9902/tsfile/live/1015_1.m3u8
CHC家庭影院,http://175.18.189.238:9902/tsfile/live/1016_1.m3u8
体育赛事,http://175.18.189.238:9902/tsfile/live/1017_1.m3u8
极速汽车,http://175.18.189.238:9902/tsfile/live/1018_1.m3u8
游戏风云,http://175.18.189.238:9902/tsfile/live/1019_1.m3u8
动漫秀场,http://175.18.189.238:9902/tsfile/live/1020_1.m3u8
生活时尚,http://175.18.189.238:9902/tsfile/live/1021_1.m3u8
都市时尚,http://175.18.189.238:9902/tsfile/live/1022_1.m3u8
金色,http://175.18.189.238:9902/tsfile/live/1023_1.m3u8
法制天地,http://175.18.189.238:9902/tsfile/live/1024_1.m3u8
第一剧场,http://175.18.189.238:9902/tsfile/live/1025_1.m3u8
怀旧剧场,http://175.18.189.238:9902/tsfile/live/1026_1.m3u8
电视指南,http://175.18.189.238:9902/tsfile/live/1027_1.m3u8
央视文化精品,http://175.18.189.238:9902/tsfile/live/1028_1.m3u8
地理世界,http://175.18.189.238:9902/tsfile/live/1029_1.m3u8
兵器科技,http://175.18.189.238:9902/tsfile/live/1030_1.m3u8
女性时尚,http://175.18.189.238:9902/tsfile/live/1031_1.m3u8
风云音乐,http://175.18.189.238:9902/tsfile/live/1032_1.m3u8
风云足球,http://175.18.189.238:9902/tsfile/live/1033_1.m3u8
风云剧场,http://175.18.189.238:9902/tsfile/live/1034_1.m3u8
央视台球,http://175.18.189.238:9902/tsfile/live/1035_1.m3u8
卫生健康,http://175.18.189.238:9902/tsfile/live/1036_1.m3u8
高尔夫,http://175.18.189.238:9902/tsfile/live/1037_1.m3u8
中国交通,http://175.18.189.238:9902/tsfile/live/1038_1.m3u8
CETV1,http://175.18.189.238:9902/tsfile/live/1039_1.m3u8
CETV2,http://175.18.189.238:9902/tsfile/live/1009_1.m3u8
CETV4,http://175.18.189.238:9902/tsfile/live/1052_1.m3u8
上海纪实,http://175.18.189.238:9902/tsfile/live/1040_1.m3u8
金鹰纪实,http://175.18.189.238:9902/tsfile/live/1041_1.m3u8
BTV,http://175.18.189.238:9902/tsfile/live/1000_1.m3u8
卡酷少儿,http://175.18.189.238:9902/tsfile/live/1043_1.m3u8
金鹰卡通,http://175.18.189.238:9902/tsfile/live/1044_1.m3u8
哈哈炫动,http://175.18.189.238:9902/tsfile/live/1045_1.m3u8
佳嘉卡通,http://175.18.189.238:9902/tsfile/live/1046_1.m3u8
老故事,http://175.18.189.238:9902/tsfile/live/1047_1.m3u8
国学,http://175.18.189.238:9902/tsfile/live/1048_1.m3u8
环球奇观,http://175.18.189.238:9902/tsfile/live/1049_1.m3u8
汽摩,http://175.18.189.238:9902/tsfile/live/1050_1.m3u8
靓妆,http://175.18.189.238:9902/tsfile/live/1051_1.m3u8
快乐垂钓,http://175.18.189.238:9902/tsfile/live/1054_1.m3u8
茶,http://175.18.189.238:9902/tsfile/live/1056_1.m3u8
